TransactionID,CustomerID,Date,Amount,Category,Location,Source,IsFraud,Hour
TX00774,CUST140,2024-02-20,71.5,Health,Lyon,Online,0,22
TX00775,CUST327,2024-01-30,59.5,Electronics,Lyon,Online,0,17
TX00776,CUST291,2024-01-11,11.02,Restaurant,Berlin,Online,0,22
TX00777,CUST244,2024-04-17,68.76,Electronics,New York,Online,1,4
TX00778,CUST300,2024-03-16,39.69,Restaurant,Paris,Online,0,14
TX00779,CUST311,2024-06-15,117.26,Restaurant,Marseille,POS,0,15
TX00780,CUST319,2024-03-30,131.21,Restaurant,Berlin,Online,0,7
TX00781,CUST339,2024-05-02,7.84,Restaurant,London,Online,0,23
TX00782,CUST496,2024-05-04,90.92,Health,New York,Online,0,20
TX00783,CUST145,2024-05-01,6.92,Health,Berlin,POS,0,7
TX00784,CUST134,2024-04-03,27.88,Travel,Paris,POS,0,6
TX00785,CUST352,2024-04-12,44.08,Health,Lyon,POS,0,5
TX00786,CUST489,2024-06-10,13.01,Electronics,Tokyo,Online,0,6
TX00787,CUST181,2024-01-31,73.58,Health,Paris,Online,0,22
TX00788,CUST470,2024-02-21,5.42,Electronics,New York,Online,0,18
TX00789,CUST355,2024-03-29,14.23,Groceries,Tokyo,POS,0,21
TX00790,CUST296,2024-03-16,48.47,Health,Lyon,POS,0,21
TX00791,CUST402,2024-05-08,380.5768835207653,Electronics,Paris,POS,1,0
TX00792,CUST109,2024-01-22,129.23,Restaurant,London,POS,0,12
TX00793,CUST411,2024-02-09,66.12,Entertainment,Marseille,POS,0,6
TX00794,CUST385,2024-04-10,60.7,Restaurant,Marseille,POS,0,0
TX00795,CUST341,2024-04-20,30.07,Travel,New York,Online,0,9
TX00796,CUST350,2024-05-08,5.06,Electronics,Berlin,Online,0,12
TX00797,CUST464,2024-03-05,11.4,Restaurant,Lyon,ATM,0,3
TX00798,CUST104,2024-06-18,43.24,Health,Lyon,Online,0,6
TX00799,CUST218,2024-05-28,61.22,Health,Marseille,ATM,0,5
TX00800,CUST388,2024-03-19,32.02,Groceries,Paris,POS,0,5
TX00801,CUST473,2024-01-22,70.59,Entertainment,Lyon,POS,0,20
TX00802,CUST164,2024-06-14,41.89,Electronics,London,Online,0,10
TX00803,CUST245,2024-04-08,8.85,Restaurant,London,POS,0,22
TX00804,CUST323,2024-01-08,15.66,Entertainment,Lyon,POS,0,8
TX00805,CUST338,2024-06-23,96.63,Groceries,Lyon,Online,0,21
TX00806,CUST276,2024-01-17,69.53,Travel,Marseille,Online,0,6
TX00807,CUST366,2024-01-17,117.58,Entertainment,New York,Online,0,8
TX00808,CUST440,2024-03-30,11.25,Groceries,Marseille,POS,0,22
TX00809,CUST381,2024-05-20,236.38,Electronics,New York,Online,0,5
TX00810,CUST162,2024-05-24,16.75,Travel,London,POS,0,18
TX00811,CUST316,2024-06-14,5.59,Health,New York,POS,0,13
TX00812,CUST441,2024-03-21,303.06,Groceries,Marseille,Online,0,0
TX00813,CUST414,2024-03-18,21.5,Health,Lyon,POS,0,15
TX00814,CUST382,2024-06-21,60.13,Travel,New York,Online,0,8
TX00815,CUST276,2024-01-06,14.72,Groceries,Marseille,POS,0,22
TX00816,CUST197,2024-06-11,48.4,Groceries,London,Online,0,14
TX00817,CUST204,2024-04-19,122.19,Travel,Tokyo,Online,0,18
TX00818,CUST198,2024-01-14,24.3,Electronics,New York,Online,0,9
TX00819,CUST484,2024-03-12,60.47,Groceries,London,POS,0,15
TX00820,CUST410,2024-05-22,15.41,Travel,London,Online,1,2
TX00821,CUST105,2024-02-23,54.01,Entertainment,Paris,Online,0,18
TX00822,CUST296,2024-01-27,25.51,Health,Tokyo,Online,0,12
TX00823,CUST450,2024-01-13,16.86,Groceries,New York,Online,0,13
TX00824,CUST232,2024-06-07,23.78,Entertainment,Marseille,POS,0,6
TX00825,CUST457,2024-06-11,14.85,Groceries,New York,POS,0,1
TX00826,CUST358,2024-02-29,121.1,Electronics,New York,ATM,0,13
TX00827,CUST122,2024-01-06,30.31,Travel,Tokyo,Online,0,22
TX00828,CUST152,2024-02-27,19.07,Groceries,Berlin,Online,0,22
TX00829,CUST264,2024-02-18,34.75,Travel,London,POS,0,16
TX00830,CUST301,2024-05-30,24.32,Restaurant,London,POS,0,12
TX00831,CUST182,2024-06-10,73.21,Groceries,London,Online,0,1
TX00832,CUST244,2024-01-26,182.4,Electronics,London,POS,0,4
TX00833,CUST184,2024-02-16,33.82,Electronics,Tokyo,POS,1,3
TX00834,CUST177,2024-01-05,103.68,Entertainment,Marseille,Online,0,2
TX00835,CUST465,2024-01-20,46.72,Electronics,Lyon,POS,0,13
TX00836,CUST100,2024-05-13,13.55,Travel,Paris,Online,0,10
TX00837,CUST150,2024-02-28,63.66,Restaurant,Berlin,ATM,0,7
TX00838,CUST272,2024-05-25,41.02,Electronics,Berlin,POS,0,22
TX00839,CUST304,2024-05-11,57.58,Groceries,London,Online,0,8
TX00840,CUST359,2024-01-17,115.22,Electronics,London,POS,0,15
TX00841,CUST468,2024-01-14,34.03,Restaurant,Paris,ATM,0,2
TX00842,CUST387,2024-01-13,120.72,Travel,London,POS,0,9
TX00843,CUST133,2024-05-14,74.45,Groceries,Lyon,Online,0,0
TX00844,CUST447,2024-05-07,38.53,Entertainment,Berlin,POS,0,8
TX00845,CUST194,2024-02-13,51.22,Entertainment,New York,POS,0,15
TX00846,CUST171,2024-04-28,24.7,Entertainment,Paris,Online,0,8
TX00847,CUST138,2024-05-22,210.52,Groceries,Berlin,Online,0,11
TX00848,CUST253,2024-01-19,60.03,Entertainment,Marseille,POS,0,0
TX00849,CUST349,2024-03-03,7.24,Electronics,Berlin,POS,0,15
TX00850,CUST261,2024-06-11,24.77,Groceries,Paris,Online,0,7
TX00851,CUST217,2024-03-21,53.82,Groceries,Lyon,POS,0,13
TX00852,CUST358,2024-06-11,7.9,Groceries,Tokyo,POS,0,13
TX00853,CUST478,2024-05-26,6.21,Health,Marseille,Online,0,9
TX00854,CUST405,2024-05-27,34.89,Travel,New York,Online,0,0
TX00855,CUST367,2024-04-09,25.23,Health,London,POS,0,5
TX00856,CUST153,2024-06-11,33.84,Health,Paris,POS,0,8
TX00857,CUST335,2024-06-08,20.24,Health,Marseille,POS,0,18
TX00858,CUST488,2024-05-01,14.0,Travel,Paris,Online,0,21
TX00859,CUST321,2024-06-24,63.42,Health,New York,POS,0,15
TX00860,CUST350,2024-02-13,41.14,Entertainment,Paris,ATM,0,18
TX00861,CUST412,2024-04-13,16.17,Groceries,Berlin,Online,0,10
TX00862,CUST211,2024-05-31,24.25,Groceries,Berlin,Online,0,20
TX00863,CUST354,2024-03-01,49.8,Electronics,Marseille,POS,0,10
TX00864,CUST402,2024-05-04,8.75,Restaurant,Lyon,Online,0,13
TX00865,CUST306,2024-05-24,12.98,Entertainment,Tokyo,Online,0,6
TX00866,CUST328,2024-03-11,8.8,Travel,Marseille,Online,0,11
TX00867,CUST440,2024-04-16,88.65,Restaurant,Paris,Online,0,19
TX00868,CUST497,2024-02-19,74.8,Groceries,New York,POS,0,19
TX00869,CUST165,2024-03-05,421.7507349451224,Health,Berlin,Online,1,22
TX00870,CUST174,2024-04-08,68.0,Electronics,London,POS,0,4
TX00871,CUST202,2024-02-01,60.34,Electronics,London,POS,0,0
TX00872,CUST291,2024-06-12,37.41,Groceries,New York,POS,0,10
TX00873,CUST351,2024-05-20,56.4,Entertainment,Paris,Online,0,14
TX00874,CUST325,2024-02-27,6.96,Restaurant,Tokyo,POS,0,9
TX00875,CUST393,2024-05-07,53.57,Electronics,New York,POS,0,14
TX00876,CUST405,2024-05-21,80.23,Groceries,Paris,POS,0,12
TX00877,CUST197,2024-06-13,39.69,Entertainment,Marseille,POS,0,14
TX00878,CUST437,2024-04-21,27.12,Groceries,Tokyo,POS,0,1
TX00879,CUST385,2024-03-08,21.25,Groceries,Lyon,POS,0,21
TX00880,CUST434,2024-02-09,56.47,Entertainment,Paris,POS,0,12
TX00881,CUST446,2024-05-23,64.01,Entertainment,London,POS,0,11
TX00882,CUST407,2024-05-11,107.38,Entertainment,London,Online,0,22
TX00883,CUST348,2024-06-21,25.95,Groceries,Berlin,Online,0,3
TX00884,CUST265,2024-03-30,78.43,Electronics,Tokyo,ATM,0,11
TX00885,CUST434,2024-01-28,46.2,Travel,Lyon,Online,0,14
TX00886,CUST129,2024-04-05,112.21,Travel,Paris,POS,0,12
TX00887,CUST346,2024-01-31,42.52,Groceries,Lyon,Online,0,1
TX00888,CUST205,2024-01-03,41.45,Groceries,Berlin,POS,0,19
TX00889,CUST150,2024-05-15,48.12,Electronics,Marseille,POS,0,15
TX00890,CUST180,2024-01-24,74.18,Entertainment,Lyon,Online,0,13
TX00891,CUST232,2024-01-15,172.18,Groceries,Marseille,POS,0,20
TX00892,CUST384,2024-06-19,8.82,Health,London,POS,0,1
TX00893,CUST487,2024-06-07,7.75,Entertainment,Marseille,POS,0,16
TX00894,CUST237,2024-02-14,143.67,Groceries,Paris,POS,0,15
TX00895,CUST283,2024-01-08,42.74,Health,Tokyo,Online,0,3
TX00896,CUST429,2024-03-11,52.71,Restaurant,Tokyo,POS,0,10
TX00897,CUST372,2024-04-17,37.93,Electronics,Paris,Online,0,12
TX00898,CUST439,2024-04-24,9.92,Health,Paris,Online,0,5
TX00899,CUST168,2024-04-12,78.07,Groceries,Paris,ATM,0,16
TX00900,CUST133,2024-05-04,73.76,Travel,New York,POS,0,0
TX00901,CUST361,2024-02-26,23.68,Groceries,Berlin,POS,0,8
TX00902,CUST152,2024-01-30,23.28,Travel,Marseille,POS,0,20
TX00903,CUST304,2024-05-25,95.96,Electronics,Paris,Online,0,17
TX00904,CUST225,2024-04-23,8.76,Electronics,Tokyo,POS,0,10
TX00905,CUST334,2024-04-26,111.48,Entertainment,Lyon,POS,0,13
TX00906,CUST142,2024-06-15,19.83,Entertainment,Lyon,Online,0,1
TX00907,CUST339,2024-02-29,49.95,Travel,New York,POS,0,19
TX00908,CUST470,2024-04-07,142.44,Travel,Marseille,POS,0,10
TX00909,CUST210,2024-06-19,61.68,Electronics,Marseille,Online,0,1
TX00910,CUST348,2024-05-05,31.76,Health,Berlin,POS,0,3
TX00911,CUST250,2024-06-21,357.0650394013919,Travel,Marseille,Online,1,12
TX00912,CUST282,2024-05-30,26.08,Travel,Tokyo,Online,0,5
TX00913,CUST435,2024-04-03,21.24,Health,Tokyo,POS,0,6
TX00914,CUST194,2024-05-13,290.44,Entertainment,Berlin,POS,0,21
TX00915,CUST473,2024-05-01,74.47,Entertainment,New York,POS,0,19
TX00916,CUST499,2024-04-17,56.74,Travel,Marseille,POS,0,2
TX00917,CUST107,2024-01-04,26.95,Entertainment,Marseille,ATM,0,3
TX00918,CUST487,2024-04-02,7.52,Entertainment,Paris,ATM,0,20
TX00919,CUST459,2024-05-30,6.58,Restaurant,Marseille,Online,0,19
TX00920,CUST487,2024-01-06,45.39,Entertainment,Tokyo,POS,0,2
TX00921,CUST283,2024-02-01,76.78,Electronics,Paris,Online,0,0
TX00922,CUST380,2024-04-15,43.54,Groceries,Paris,POS,0,18
TX00923,CUST294,2024-05-25,96.88,Travel,Marseille,ATM,0,20
TX00924,CUST451,2024-01-15,6.7,Travel,Lyon,Online,0,12
TX00925,CUST294,2024-06-16,27.84,Electronics,London,POS,0,13
TX00926,CUST254,2024-05-01,18.53,Groceries,Tokyo,POS,0,21
TX00927,CUST192,2024-04-05,34.64,Groceries,Lyon,Online,0,15
TX00928,CUST259,2024-01-06,49.27362547505031,Electronics,Marseille,Online,1,3
TX00929,CUST160,2024-04-21,159.1,Health,Marseille,POS,0,16
TX00930,CUST221,2024-04-29,17.63,Health,Lyon,Online,0,9
TX00931,CUST150,2024-05-02,132.75,Groceries,Marseille,POS,0,6
TX00932,CUST376,2024-03-07,32.75,Health,Tokyo,POS,0,12
TX00933,CUST104,2024-04-15,216.76,Health,Berlin,POS,0,12
TX00934,CUST191,2024-05-18,45.38,Health,Paris,Online,0,21
TX00935,CUST269,2024-02-12,138.56,Groceries,New York,POS,0,13
TX00936,CUST416,2024-05-24,5.27,Health,Marseille,Online,0,5
TX00937,CUST121,2024-04-05,73.96,Travel,Marseille,POS,0,15
TX00938,CUST425,2024-05-11,121.68,Restaurant,Lyon,Online,0,8
TX00939,CUST100,2024-03-21,12.52,Groceries,Paris,POS,0,19
TX00940,CUST232,2024-02-10,10.05,Electronics,Lyon,POS,0,15
TX00941,CUST332,2024-05-12,32.63,Health,Berlin,POS,0,20
TX00942,CUST111,2024-06-08,140.66,Entertainment,Tokyo,Online,0,20
TX00943,CUST445,2024-02-04,247.9993318715717,Groceries,Lyon,Online,1,11
TX00944,CUST145,2024-01-22,42.48,Electronics,Marseille,POS,0,15
TX00945,CUST133,2024-05-29,12.61,Restaurant,Paris,Online,0,4
TX00946,CUST177,2024-04-21,5.04,Travel,Tokyo,ATM,0,23
TX00947,CUST317,2024-01-11,88.07,Electronics,Marseille,Online,0,10
TX00948,CUST400,2024-01-03,9.58,Health,Tokyo,ATM,0,0
TX00949,CUST172,2024-05-16,55.24,Entertainment,Marseille,POS,0,9
TX00950,CUST381,2024-02-29,128.03,Health,Marseille,Online,0,10
TX00951,CUST348,2024-03-16,16.7,Electronics,Marseille,POS,0,14
TX00952,CUST146,2024-03-27,59.72,Groceries,New York,Online,0,2
TX00953,CUST220,2024-01-14,9.1,Entertainment,London,Online,0,23
TX00954,CUST313,2024-01-18,51.29,Entertainment,Paris,Online,0,14
TX00955,CUST338,2024-04-22,13.95,Electronics,Berlin,ATM,0,10
TX00956,CUST155,2024-03-13,71.58,Restaurant,New York,POS,0,8
TX00957,CUST449,2024-01-23,22.92,Restaurant,London,POS,0,1
TX00958,CUST206,2024-03-23,36.12,Health,Tokyo,Online,0,11
TX00959,CUST418,2024-05-04,50.74,Electronics,London,POS,0,19
TX00960,CUST147,2024-06-23,14.39,Entertainment,London,Online,0,15
TX00961,CUST160,2024-03-09,72.67,Electronics,New York,Online,0,23
TX00962,CUST436,2024-02-16,23.02,Entertainment,Paris,Online,0,15
TX00963,CUST125,2024-04-25,59.29,Health,Lyon,POS,0,20
TX00964,CUST391,2024-01-30,13.62,Groceries,London,POS,0,0
TX00965,CUST356,2024-01-25,63.26,Groceries,Lyon,Online,0,15
TX00966,CUST107,2024-06-04,11.86,Electronics,Lyon,ATM,0,5
TX00967,CUST212,2024-04-21,32.7,Entertainment,Marseille,Online,0,13
TX00968,CUST454,2024-01-25,19.2,Groceries,Lyon,POS,0,10
TX00969,CUST352,2024-03-14,73.99,Entertainment,Tokyo,Online,0,0
TX00970,CUST279,2024-02-27,20.19,Health,Tokyo,Online,0,19
TX00971,CUST306,2024-04-03,111.73,Electronics,Marseille,ATM,0,16
TX00972,CUST402,2024-04-28,116.2,Entertainment,Paris,POS,0,22
TX00973,CUST226,2024-05-06,15.94,Electronics,Berlin,POS,0,18
TX00974,CUST155,2024-06-17,52.58,Entertainment,Paris,POS,0,1
TX00975,CUST313,2024-01-25,9.59,Restaurant,Tokyo,POS,0,13
TX00976,CUST113,2024-03-18,29.84,Restaurant,Berlin,POS,0,7
TX00977,CUST127,2024-04-08,67.47,Entertainment,Marseille,POS,0,22
TX00978,CUST177,2024-04-25,58.86,Health,Paris,Online,0,21
TX00979,CUST315,2024-02-17,54.0,Electronics,Berlin,POS,0,5
TX00980,CUST485,2024-01-10,21.6,Travel,Berlin,POS,0,8
TX00981,CUST464,2024-04-08,28.74,Entertainment,London,Online,0,4
TX00982,CUST253,2024-01-11,10.43,Entertainment,Paris,POS,0,4
TX00983,CUST113,2024-03-25,68.47,Restaurant,Marseille,Online,0,17
TX00984,CUST286,2024-05-28,40.05,Groceries,Berlin,POS,0,21
TX00985,CUST411,2024-06-21,66.68,Restaurant,Tokyo,Online,0,13
TX00986,CUST470,2024-05-14,19.31,Electronics,London,Online,0,11
TX00987,CUST106,2024-05-05,24.61,Restaurant,Lyon,Online,0,11
TX00988,CUST102,2024-03-04,25.34,Travel,Lyon,POS,0,21
TX00989,CUST210,2024-01-02,6.3,Health,Lyon,Online,0,5
TX00990,CUST337,2024-03-16,25.86,Travel,Tokyo,POS,0,3
TX00991,CUST462,2024-04-30,86.3,Health,Berlin,POS,0,14
TX00992,CUST338,2024-02-11,118.8,Travel,Marseille,Online,0,22
TX00993,CUST373,2024-02-23,41.51,Restaurant,Lyon,ATM,0,14
TX00994,CUST393,2024-03-15,35.39,Travel,Paris,Online,0,16
TX00995,CUST326,2024-01-16,6.57,Restaurant,Lyon,POS,0,2
TX00996,CUST470,2024-01-18,110.68,Restaurant,Berlin,POS,0,9
TX00997,CUST114,2024-03-30,5.65,Electronics,New York,Online,0,20
TX00998,CUST291,2024-05-23,149.79,Restaurant,Tokyo,Online,0,21
TX00999,CUST218,2024-01-06,38.59,Groceries,New York,POS,0,7
TX01000,CUST127,2024-04-17,25.92,Travel,Lyon,ATM,0,8
TX01001,CUST301,2024-06-23,134.0,Entertainment,Berlin,Online,0,23
TX01002,CUST138,2024-02-17,6.23,Entertainment,Lyon,Online,0,2
TX01003,CUST372,2024-02-11,48.54,Entertainment,New York,ATM,0,0
TX01004,CUST330,2024-03-16,252.04921889691832,Groceries,Berlin,Online,1,10
TX01005,CUST185,2024-03-17,17.38,Restaurant,Tokyo,POS,0,12
TX01006,CUST225,2024-05-11,33.01,Travel,Tokyo,POS,0,11
TX01007,CUST399,2024-05-09,57.82,Health,Lyon,Online,0,20
TX01008,CUST124,2024-02-28,69.94,Health,Tokyo,POS,0,6
TX01009,CUST244,2024-06-03,5.04,Electronics,London,ATM,0,1
TX01010,CUST112,2024-01-27,143.11,Groceries,Berlin,POS,0,0
TX01011,CUST311,2024-03-19,13.99,Travel,Berlin,POS,0,19
TX01012,CUST124,2024-03-12,18.3,Restaurant,Tokyo,POS,0,2
TX01013,CUST167,2024-01-07,20.29,Entertainment,Berlin,POS,0,3
TX01014,CUST493,2024-04-20,6.93,Groceries,New York,Online,0,16
TX01015,CUST166,2024-04-28,11.57,Groceries,Marseille,POS,0,17
TX01016,CUST332,2024-06-22,219.7,Travel,New York,Online,0,16
TX01017,CUST208,2024-03-03,23.93,Restaurant,Paris,Online,0,18
TX01018,CUST245,2024-05-03,11.13,Electronics,London,ATM,0,3
TX01019,CUST210,2024-01-12,10.66,Restaurant,Marseille,POS,0,16
TX01020,CUST327,2024-05-20,68.55,Electronics,Lyon,ATM,0,21
TX01021,CUST210,2024-02-12,101.4,Electronics,Berlin,Online,0,1
TX01022,CUST133,2024-01-17,19.85,Entertainment,Paris,POS,0,9
TX01023,CUST210,2024-03-03,6.06,Entertainment,Paris,POS,0,11
TX01024,CUST363,2024-04-29,17.62,Travel,London,ATM,0,12
TX01025,CUST468,2024-02-05,7.91,Restaurant,Marseille,ATM,0,10
TX01026,CUST335,2024-01-08,10.46,Electronics,Paris,ATM,0,20
TX01027,CUST182,2024-03-09,33.24,Travel,Marseille,ATM,0,7
TX01028,CUST141,2024-03-30,18.06,Electronics,Marseille,Online,0,19
TX01029,CUST200,2024-02-05,41.28,Groceries,Tokyo,POS,1,4
TX01030,CUST105,2024-01-28,19.62,Health,Paris,Online,0,1
TX01031,CUST279,2024-04-27,146.12,Health,Marseille,POS,0,11
TX01032,CUST381,2024-04-02,123.19,Electronics,London,ATM,0,1
TX01033,CUST419,2024-06-23,46.83,Travel,Paris,Online,0,5
TX01034,CUST325,2024-03-16,26.88,Entertainment,London,POS,0,21
TX01035,CUST414,2024-04-10,28.99,Restaurant,London,POS,0,18
TX01036,CUST464,2024-06-06,31.54,Electronics,Marseille,Online,0,11
TX01037,CUST328,2024-05-30,70.02,Electronics,Marseille,Online,0,12
TX01038,CUST476,2024-05-23,35.04,Restaurant,Tokyo,Online,0,16
TX01039,CUST388,2024-01-14,102.15,Entertainment,Berlin,Online,0,11
TX01040,CUST249,2024-03-11,149.2,Electronics,Tokyo,POS,0,2
TX01041,CUST376,2024-06-28,25.47,Groceries,Paris,POS,0,23
TX01042,CUST297,2024-05-03,46.13,Entertainment,Tokyo,Online,0,7
TX01043,CUST169,2024-05-04,9.99,Groceries,Lyon,ATM,0,15
TX01044,CUST211,2024-02-06,16.19,Health,Paris,POS,0,3
TX01045,CUST103,2024-01-29,31.68,Restaurant,London,POS,0,23
TX01046,CUST449,2024-05-22,16.55,Entertainment,Tokyo,Online,0,12
TX01047,CUST430,2024-06-23,109.6,Entertainment,Tokyo,POS,0,7
TX01048,CUST417,2024-06-22,13.62,Travel,Berlin,Online,0,0
TX01049,CUST449,2024-06-28,35.41,Travel,Tokyo,POS,0,2
TX01050,CUST194,2024-01-19,51.53,Restaurant,Marseille,POS,0,0
TX01051,CUST251,2024-04-15,63.86,Entertainment,London,Online,0,14
TX01052,CUST410,2024-01-21,29.15,Health,Tokyo,ATM,0,17
TX01053,CUST236,2024-03-04,106.67,Electronics,New York,POS,0,19
TX01054,CUST346,2024-06-13,47.0,Restaurant,New York,Online,0,2
TX01055,CUST486,2024-01-27,33.95,Restaurant,London,ATM,0,14
TX01056,CUST342,2024-02-24,8.48,Travel,Tokyo,POS,0,21
TX01057,CUST130,2024-01-29,36.25,Health,Berlin,POS,1,4
TX01058,CUST139,2024-05-27,90.94,Restaurant,Lyon,POS,0,20
TX01059,CUST328,2024-01-25,52.67,Health,Berlin,Online,0,9
TX01060,CUST135,2024-03-10,94.24,Restaurant,Lyon,ATM,0,6
TX01061,CUST322,2024-03-03,39.06,Travel,Paris,POS,0,22
TX01062,CUST105,2024-06-12,11.3,Electronics,Paris,Online,0,7
TX01063,CUST421,2024-05-09,5.69,Travel,Berlin,ATM,0,2
TX01064,CUST319,2024-05-29,23.06,Restaurant,Tokyo,POS,0,17
TX01065,CUST174,2024-01-16,64.86,Health,Berlin,POS,0,16
TX01066,CUST103,2024-05-25,83.09,Groceries,Paris,POS,0,15
TX01067,CUST434,2024-04-09,22.53,Travel,Marseille,Online,0,21
TX01068,CUST233,2024-01-30,39.22,Health,Lyon,Online,0,12
TX01069,CUST217,2024-02-14,32.33,Travel,London,Online,0,3
TX01070,CUST468,2024-01-19,31.43,Restaurant,Berlin,POS,0,2
TX01071,CUST193,2024-02-03,18.16,Health,Tokyo,Online,0,10
TX01072,CUST161,2024-05-20,12.33,Electronics,Tokyo,Online,0,1
TX01073,CUST293,2024-06-19,15.95,Health,New York,Online,0,17
TX01074,CUST434,2024-03-02,7.85,Entertainment,Lyon,Online,0,3
TX01075,CUST302,2024-04-27,16.04,Groceries,Lyon,POS,0,16
TX01076,CUST491,2024-04-09,5.46,Restaurant,Lyon,ATM,0,5
TX01077,CUST125,2024-01-22,54.34,Health,Berlin,Online,0,9
TX01078,CUST272,2024-06-28,24.02,Restaurant,Paris,POS,0,10
TX01079,CUST399,2024-06-28,185.86,Travel,Marseille,POS,0,4
TX01080,CUST232,2024-04-20,15.77,Travel,Berlin,POS,0,17
TX01081,CUST425,2024-06-12,26.22,Health,London,ATM,0,9
TX01082,CUST217,2024-03-13,27.15,Entertainment,Paris,POS,0,8
TX01083,CUST423,2024-05-26,5.42,Health,Berlin,Online,0,15
TX01084,CUST374,2024-02-07,96.38,Electronics,Marseille,ATM,0,9
TX01085,CUST311,2024-03-10,6.63,Entertainment,Lyon,POS,0,9
TX01086,CUST324,2024-04-25,145.82,Restaurant,Marseille,Online,0,3
TX01087,CUST119,2024-03-19,116.32,Health,Paris,Online,0,20
TX01088,CUST212,2024-05-27,43.34,Restaurant,Berlin,ATM,0,23
TX01089,CUST239,2024-01-09,44.22,Groceries,Lyon,POS,0,13
TX01090,CUST146,2024-02-01,58.03,Entertainment,Berlin,POS,0,7
TX01091,CUST100,2024-05-11,29.47,Health,Paris,POS,0,0
TX01092,CUST189,2024-02-19,57.1,Groceries,London,POS,0,15
TX01093,CUST241,2024-03-22,7.29,Health,Lyon,Online,0,16
TX01094,CUST419,2024-01-05,43.76127924610633,Electronics,Marseille,POS,1,9
TX01095,CUST137,2024-05-27,35.55,Travel,Paris,POS,0,5
TX01096,CUST392,2024-03-27,44.88,Restaurant,New York,POS,0,6
TX01097,CUST481,2024-05-05,114.38,Health,Marseille,Online,0,17
TX01098,CUST238,2024-03-15,10.53,Entertainment,Marseille,Online,0,1
TX01099,CUST455,2024-06-13,91.48,Health,Lyon,POS,0,20
TX01100,CUST432,2024-01-22,16.79,Health,Berlin,POS,0,8
TX01101,CUST358,2024-03-08,30.05,Health,Tokyo,POS,0,4
TX01102,CUST260,2024-02-13,24.03,Health,Marseille,POS,0,7
TX01103,CUST489,2024-02-03,30.55,Entertainment,Paris,POS,0,23
TX01104,CUST277,2024-03-17,13.16,Entertainment,New York,POS,1,4
TX01105,CUST109,2024-02-11,40.02,Health,London,Online,0,23
TX01106,CUST360,2024-05-16,85.88,Travel,New York,Online,0,14
TX01107,CUST237,2024-04-15,34.13,Health,Paris,POS,0,7
TX01108,CUST271,2024-04-04,38.73,Restaurant,Lyon,Online,0,4
TX01109,CUST485,2024-05-14,99.45,Restaurant,Paris,POS,0,4
TX01110,CUST112,2024-03-08,66.22,Entertainment,Tokyo,ATM,0,19
TX01111,CUST267,2024-05-26,38.71,Restaurant,Tokyo,POS,0,16
TX01112,CUST229,2024-06-07,19.9,Restaurant,Tokyo,ATM,0,8
TX01113,CUST183,2024-05-07,113.11,Electronics,Marseille,POS,0,1
TX01114,CUST420,2024-06-11,48.02,Health,Lyon,POS,0,0
TX01115,CUST418,2024-03-25,17.5,Health,Berlin,POS,0,21
TX01116,CUST200,2024-06-07,20.68,Health,Tokyo,Online,0,20
TX01117,CUST428,2024-03-23,86.26,Health,Berlin,Online,0,10
TX01118,CUST372,2024-04-04,7.26,Groceries,London,POS,0,14
TX01119,CUST364,2024-02-01,247.0,Health,London,ATM,0,0
TX01120,CUST498,2024-03-06,11.98,Entertainment,Berlin,POS,0,6
TX01121,CUST137,2024-04-25,84.5,Entertainment,Paris,Online,0,22
TX01122,CUST193,2024-05-17,30.11,Groceries,Tokyo,Online,0,18
TX01123,CUST194,2024-05-09,38.88,Health,Marseille,ATM,0,23
TX01124,CUST404,2024-02-29,111.28,Travel,London,POS,0,14
TX01125,CUST168,2024-01-17,31.63,Health,New York,ATM,0,5
TX01126,CUST417,2024-04-05,43.55,Entertainment,Lyon,POS,0,19
TX01127,CUST335,2024-05-23,7.53,Electronics,New York,POS,0,9
TX01128,CUST433,2024-01-16,5.12,Restaurant,Berlin,POS,0,11
TX01129,CUST472,2024-02-15,19.04,Electronics,London,Online,0,12
TX01130,CUST475,2024-06-15,62.06,Travel,London,POS,0,14
TX01131,CUST236,2024-06-07,11.46,Health,Paris,POS,0,18
TX01132,CUST175,2024-04-16,11.04,Groceries,Paris,POS,0,16
TX01133,CUST134,2024-03-28,31.46,Health,Tokyo,POS,0,12
TX01134,CUST100,2024-05-08,57.18,Travel,Berlin,Online,0,1
TX01135,CUST395,2024-05-18,67.25,Travel,Lyon,POS,0,17
TX01136,CUST419,2024-04-28,14.83,Restaurant,Tokyo,Online,0,10
TX01137,CUST159,2024-03-25,9.15,Travel,Paris,Online,0,4
TX01138,CUST419,2024-01-04,146.0,Electronics,Marseille,POS,0,3
TX01139,CUST448,2024-03-11,20.1,Restaurant,Lyon,Online,0,1
TX01140,CUST427,2024-06-02,100.98,Health,Marseille,POS,0,15
TX01141,CUST366,2024-04-20,104.57,Health,Tokyo,Online,0,6
TX01142,CUST460,2024-02-19,79.04,Groceries,Paris,Online,0,7
TX01143,CUST328,2024-05-19,14.25,Travel,Lyon,Online,0,7
TX01144,CUST369,2024-04-04,91.24,Travel,Tokyo,Online,0,1
TX01145,CUST415,2024-04-01,78.32,Entertainment,London,POS,0,14
TX01146,CUST385,2024-03-05,50.41,Restaurant,Tokyo,POS,0,4
